filename,label
image_0097.jpg,INDRA SWALLOW
image_0098.jpg,RED POSTMAN
image_0099.jpg,ULYSES
image_0100.jpg,ORANGE TIP
image_0101.jpg,PINE WHITE
image_0102.jpg,SOUTHERN DOGFACE
image_0103.jpg,EASTERN DAPPLE WHITE
image_0104.jpg,PURPLE HAIRSTREAK
image_0105.jpg,CHESTNUT
image_0106.jpg,AN 88
image_0107.jpg,COMMON BANDED AWL
image_0108.jpg,BROWN SIPROETA
image_0109.jpg,INDRA SWALLOW
image_0110.jpg,AFRICAN GIANT SWALLOWTAIL
image_0111.jpg,BLUE SPOTTED CROW
image_0112.jpg,GREY HAIRSTREAK
image_0113.jpg,BANDED ORANGE HELICONIAN
image_0114.jpg,SLEEPY ORANGE
image_0115.jpg,PIPEVINE SWALLOW
image_0116.jpg,COMMON BANDED AWL
image_0117.jpg,AMERICAN SNOOT
image_0118.jpg,GOLD BANDED
image_0119.jpg,PINE WHITE
image_0120.jpg,DANAID EGGFLY
image_0121.jpg,AN 88
image_0122.jpg,MOURNING CLOAK
image_0123.jpg,PEACOCK
image_0124.jpg,IPHICLUS SISTER
image_0125.jpg,RED SPOTTED PURPLE
image_0126.jpg,LARGE MARBLE
image_0127.jpg,EASTERN DAPPLE WHITE
image_0128.jpg,SLEEPY ORANGE
image_0129.jpg,MESTRA
image_0130.jpg,TWO BARRED FLASHER
image_0131.jpg,LARGE MARBLE
image_0132.jpg,PINE WHITE
image_0133.jpg,RED POSTMAN
image_0134.jpg,CLEOPATRA
image_0135.jpg,PEACOCK
image_0136.jpg,GREEN CELLED CATTLEHEART
image_0137.jpg,VICEROY
image_0138.jpg,GREAT EGGFLY
image_0139.jpg,AFRICAN GIANT SWALLOWTAIL
image_0140.jpg,MANGROVE SKIPPER
image_0141.jpg,YELLOW SWALLOW TAIL
image_0142.jpg,MOURNING CLOAK
image_0143.jpg,MESTRA
image_0144.jpg,RED ADMIRAL
image_0145.jpg,BROWN SIPROETA
image_0146.jpg,PAPER KITE
image_0147.jpg,RED POSTMAN
image_0148.jpg,MOURNING CLOAK
image_0149.jpg,ORCHARD SWALLOW
image_0150.jpg,MILBERTS TORTOISESHELL
image_0151.jpg,CLEOPATRA
image_0152.jpg,BLUE SPOTTED CROW
image_0153.jpg,SCARCE SWALLOW
image_0154.jpg,AN 88
image_0155.jpg,CLODIUS PARNASSIAN
image_0156.jpg,LARGE MARBLE
image_0157.jpg,COMMON WOOD-NYMPH
image_0158.jpg,BANDED ORANGE HELICONIAN
image_0159.jpg,PAPER KITE
image_0160.jpg,RED CRACKER
image_0161.jpg,CABBAGE WHITE
image_0162.jpg,STRAITED QUEEN
image_0163.jpg,MILBERTS TORTOISESHELL
image_0164.jpg,MALACHITE
image_0165.jpg,ADONIS
image_0166.jpg,COMMON WOOD-NYMPH
image_0167.jpg,ADONIS
image_0168.jpg,SOUTHERN DOGFACE
image_0169.jpg,BROWN SIPROETA
image_0170.jpg,GREY HAIRSTREAK
image_0171.jpg,QUESTION MARK
image_0172.jpg,MALACHITE
image_0173.jpg,CLODIUS PARNASSIAN
image_0174.jpg,MONARCH
image_0175.jpg,CLEOPATRA
image_0176.jpg,CABBAGE WHITE
image_0177.jpg,AMERICAN SNOOT
image_0178.jpg,CLOUDED SULPHUR
image_0179.jpg,SLEEPY ORANGE
image_0180.jpg,MESTRA
image_0181.jpg,BANDED ORANGE HELICONIAN
image_0182.jpg,CABBAGE WHITE
image_0183.jpg,COPPER TAIL
image_0184.jpg,PEACOCK
image_0185.jpg,PIPEVINE SWALLOW
image_0186.jpg,MILBERTS TORTOISESHELL
image_0187.jpg,COMMON WOOD-NYMPH
image_0188.jpg,ORCHARD SWALLOW
image_0189.jpg,SCARCE SWALLOW
image_0190.jpg,METALMARK
image_0191.jpg,GREY HAIRSTREAK
image_0192.jpg,PIPEVINE SWALLOW
image_0193.jpg,CLEOPATRA
image_0194.jpg,QUESTION MARK
image_0195.jpg,AN 88
image_0196.jpg,MILBERTS TORTOISESHELL
image_0197.jpg,POPINJAY
image_0198.jpg,COPPER TAIL
image_0199.jpg,RED ADMIRAL
image_0200.jpg,PURPLE HAIRSTREAK
image_0201.jpg,BLUE MORPHO
image_0202.jpg,POPINJAY
image_0203.jpg,GREEN CELLED CATTLEHEART
image_0204.jpg,GREAT EGGFLY
image_0205.jpg,IPHICLUS SISTER
image_0206.jpg,DANAID EGGFLY
image_0207.jpg,MANGROVE SKIPPER
image_0208.jpg,SLEEPY ORANGE
image_0209.jpg,CAIRNS BIRDWING
image_0210.jpg,PURPLE HAIRSTREAK
image_0211.jpg,JULIA
image_0212.jpg,GOLD BANDED
image_0213.jpg,WOOD SATYR
image_0214.jpg,INDRA SWALLOW
image_0215.jpg,EASTERN COMA
image_0216.jpg,PAPER KITE
image_0217.jpg,EASTERN COMA
image_0218.jpg,LARGE MARBLE
image_0219.jpg,MOURNING CLOAK
image_0220.jpg,METALMARK
image_0221.jpg,BROWN SIPROETA
image_0222.jpg,TROPICAL LEAFWING
image_0223.jpg,COMMON WOOD-NYMPH
image_0224.jpg,CAIRNS BIRDWING
image_0225.jpg,TROPICAL LEAFWING
image_0226.jpg,PAINTED LADY
image_0227.jpg,CRIMSON PATCH
image_0228.jpg,RED CRACKER
image_0229.jpg,COMMON BANDED AWL
image_0230.jpg,SLEEPY ORANGE
image_0231.jpg,PEACOCK
image_0232.jpg,PEACOCK
image_0233.jpg,COMMON BANDED AWL
image_0234.jpg,TWO BARRED FLASHER
image_0235.jpg,CRIMSON PATCH
image_0236.jpg,IPHICLUS SISTER
image_0237.jpg,PURPLISH COPPER
image_0238.jpg,COMMON WOOD-NYMPH
image_0239.jpg,RED SPOTTED PURPLE
image_0240.jpg,DANAID EGGFLY
image_0241.jpg,ELBOWED PIERROT
image_0242.jpg,DANAID EGGFLY
image_0243.jpg,ORANGE OAKLEAF
image_0244.jpg,MOURNING CLOAK
image_0245.jpg,INDRA SWALLOW
image_0246.jpg,EASTERN DAPPLE WHITE
image_0247.jpg,SILVER SPOT SKIPPER
image_0248.jpg,ORANGE OAKLEAF
image_0249.jpg,AMERICAN SNOOT
image_0250.jpg,PIPEVINE SWALLOW
image_0251.jpg,GREAT JAY
image_0252.jpg,RED CRACKER
image_0253.jpg,PURPLE HAIRSTREAK
image_0254.jpg,EASTERN COMA
image_0255.jpg,BLUE SPOTTED CROW
image_0256.jpg,ULYSES
image_0257.jpg,SILVER SPOT SKIPPER
image_0258.jpg,COMMON WOOD-NYMPH
image_0259.jpg,GREEN CELLED CATTLEHEART
image_0260.jpg,BROWN SIPROETA
image_0261.jpg,BLACK HAIRSTREAK
image_0262.jpg,YELLOW SWALLOW TAIL
image_0263.jpg,PAINTED LADY
image_0264.jpg,ADONIS
image_0265.jpg,ADONIS
image_0266.jpg,ULYSES
image_0267.jpg,CABBAGE WHITE
image_0268.jpg,EASTERN PINE ELFIN
image_0269.jpg,CABBAGE WHITE
image_0270.jpg,RED CRACKER
image_0271.jpg,STRAITED QUEEN
image_0272.jpg,SILVER SPOT SKIPPER
image_0273.jpg,BLUE SPOTTED CROW
image_0274.jpg,COPPER TAIL
image_0275.jpg,POPINJAY
image_0276.jpg,MESTRA
image_0277.jpg,MESTRA
image_0278.jpg,DANAID EGGFLY
image_0279.jpg,PAINTED LADY
image_0280.jpg,JULIA
image_0281.jpg,ZEBRA LONG WING
image_0282.jpg,RED CRACKER
image_0283.jpg,CLOUDED SULPHUR
image_0284.jpg,COMMON BANDED AWL
image_0285.jpg,CHESTNUT
image_0286.jpg,GREEN CELLED CATTLEHEART
image_0287.jpg,BLUE MORPHO
image_0288.jpg,YELLOW SWALLOW TAIL
image_0289.jpg,PEACOCK
image_0290.jpg,RED ADMIRAL
image_0291.jpg,ORANGE OAKLEAF
image_0292.jpg,RED POSTMAN
image_0293.jpg,METALMARK
image_0294.jpg,LARGE MARBLE
image_0295.jpg,TROPICAL LEAFWING
image_0296.jpg,GREEN CELLED CATTLEHEART
image_0297.jpg,BROWN SIPROETA
image_0298.jpg,AFRICAN GIANT SWALLOWTAIL
image_0299.jpg,IPHICLUS SISTER
image_0300.jpg,POPINJAY
image_0301.jpg,BANDED ORANGE HELICONIAN
image_0302.jpg,VICEROY
image_0303.jpg,RED ADMIRAL
image_0304.jpg,JULIA
image_0305.jpg,CRECENT
image_0306.jpg,MOURNING CLOAK
image_0307.jpg,YELLOW SWALLOW TAIL
image_0308.jpg,CRECENT
image_0309.jpg,CABBAGE WHITE
image_0310.jpg,CLODIUS PARNASSIAN
image_0311.jpg,MONARCH
image_0312.jpg,TROPICAL LEAFWING
image_0313.jpg,RED POSTMAN
image_0314.jpg,VICEROY
image_0315.jpg,CABBAGE WHITE
image_0316.jpg,COMMON BANDED AWL
image_0317.jpg,CLOUDED SULPHUR
image_0318.jpg,ATALA
image_0319.jpg,SILVER SPOT SKIPPER
image_0320.jpg,ORANGE TIP
image_0321.jpg,GREEN CELLED CATTLEHEART
image_0322.jpg,APPOLLO
image_0323.jpg,COMMON WOOD-NYMPH
image_0324.jpg,COMMON BANDED AWL
image_0325.jpg,BECKERS WHITE
image_0326.jpg,BECKERS WHITE
image_0327.jpg,SOUTHERN DOGFACE
image_0328.jpg,SOOTYWING
image_0329.jpg,CHECQUERED SKIPPER
image_0330.jpg,YELLOW SWALLOW TAIL
image_0331.jpg,ATALA
image_0332.jpg,ORCHARD SWALLOW
image_0333.jpg,SILVER SPOT SKIPPER
image_0334.jpg,COPPER TAIL
image_0335.jpg,MALACHITE
image_0336.jpg,EASTERN DAPPLE WHITE
image_0337.jpg,SOUTHERN DOGFACE
image_0338.jpg,SCARCE SWALLOW
image_0339.jpg,EASTERN DAPPLE WHITE
image_0340.jpg,RED ADMIRAL
image_0341.jpg,PINE WHITE
image_0342.jpg,BANDED PEACOCK
image_0343.jpg,ATALA
image_0344.jpg,POPINJAY
image_0345.jpg,YELLOW SWALLOW TAIL
image_0346.jpg,PAPER KITE
image_0347.jpg,COPPER TAIL
image_0348.jpg,SLEEPY ORANGE
image_0349.jpg,MOURNING CLOAK
image_0350.jpg,RED POSTMAN
image_0351.jpg,BROWN SIPROETA
image_0352.jpg,PURPLE HAIRSTREAK
image_0353.jpg,BROWN SIPROETA
image_0354.jpg,COMMON WOOD-NYMPH
image_0355.jpg,TWO BARRED FLASHER
image_0356.jpg,SOUTHERN DOGFACE
image_0357.jpg,MANGROVE SKIPPER
image_0358.jpg,EASTERN COMA
image_0359.jpg,MOURNING CLOAK
image_0360.jpg,BLUE MORPHO
image_0361.jpg,MALACHITE
image_0362.jpg,ORCHARD SWALLOW
image_0363.jpg,GREY HAIRSTREAK
image_0364.jpg,APPOLLO
image_0365.jpg,BECKERS WHITE
image_0366.jpg,AN 88
image_0367.jpg,MILBERTS TORTOISESHELL
image_0368.jpg,SLEEPY ORANGE
image_0369.jpg,BLUE SPOTTED CROW
image_0370.jpg,TROPICAL LEAFWING
image_0371.jpg,PIPEVINE SWALLOW
image_0372.jpg,PIPEVINE SWALLOW
image_0373.jpg,PAPER KITE
image_0374.jpg,BLUE SPOTTED CROW
image_0375.jpg,BANDED ORANGE HELICONIAN
image_0376.jpg,GREY HAIRSTREAK
image_0377.jpg,PURPLE HAIRSTREAK
image_0378.jpg,MOURNING CLOAK
image_0379.jpg,BANDED ORANGE HELICONIAN
image_0380.jpg,EASTERN PINE ELFIN
image_0381.jpg,INDRA SWALLOW
image_0382.jpg,COPPER TAIL
image_0383.jpg,EASTERN COMA
image_0384.jpg,CHECQUERED SKIPPER
image_0385.jpg,GREAT EGGFLY
image_0386.jpg,MILBERTS TORTOISESHELL
image_0387.jpg,MALACHITE
image_0388.jpg,MONARCH
image_0389.jpg,PEACOCK
image_0390.jpg,CLOUDED SULPHUR
image_0391.jpg,JULIA
image_0392.jpg,COPPER TAIL
image_0393.jpg,JULIA
image_0394.jpg,PEACOCK
image_0395.jpg,DANAID EGGFLY
image_0396.jpg,PURPLE HAIRSTREAK
image_0397.jpg,SILVER SPOT SKIPPER
image_0398.jpg,MESTRA
image_0399.jpg,EASTERN PINE ELFIN
image_0400.jpg,QUESTION MARK
image_0401.jpg,BLACK HAIRSTREAK
image_0402.jpg,RED SPOTTED PURPLE
image_0403.jpg,GREAT JAY
image_0404.jpg,DANAID EGGFLY
image_0405.jpg,ELBOWED PIERROT
image_0406.jpg,CAIRNS BIRDWING
image_0407.jpg,BLUE MORPHO
image_0408.jpg,SILVER SPOT SKIPPER
image_0409.jpg,GREAT JAY
image_0410.jpg,SOOTYWING
image_0411.jpg,AFRICAN GIANT SWALLOWTAIL
image_0412.jpg,GREEN CELLED CATTLEHEART
image_0413.jpg,CLOUDED SULPHUR
image_0414.jpg,BLACK HAIRSTREAK
image_0415.jpg,PURPLISH COPPER
image_0416.jpg,MANGROVE SKIPPER
image_0417.jpg,STRAITED QUEEN
image_0418.jpg,SOOTYWING
image_0419.jpg,BLACK HAIRSTREAK
image_0420.jpg,CRECENT
image_0421.jpg,PINE WHITE
image_0422.jpg,IPHICLUS SISTER
image_0423.jpg,RED CRACKER
image_0424.jpg,ORCHARD SWALLOW
image_0425.jpg,PINE WHITE
image_0426.jpg,PEACOCK
image_0427.jpg,PAPER KITE
image_0428.jpg,BANDED PEACOCK
image_0429.jpg,ATALA
image_0430.jpg,RED SPOTTED PURPLE
image_0431.jpg,COMMON BANDED AWL
image_0432.jpg,CRECENT
image_0433.jpg,PEACOCK
image_0434.jpg,APPOLLO
image_0435.jpg,ORANGE OAKLEAF
image_0436.jpg,RED ADMIRAL
image_0437.jpg,BECKERS WHITE
image_0438.jpg,IPHICLUS SISTER
image_0439.jpg,ORCHARD SWALLOW
image_0440.jpg,POPINJAY
image_0441.jpg,GREY HAIRSTREAK
image_0442.jpg,CLEOPATRA
image_0443.jpg,SILVER SPOT SKIPPER
image_0444.jpg,METALMARK
image_0445.jpg,ADONIS
image_0446.jpg,ORANGE OAKLEAF
image_0447.jpg,ORANGE OAKLEAF
image_0448.jpg,RED CRACKER
image_0449.jpg,IPHICLUS SISTER
image_0450.jpg,PAPER KITE
image_0451.jpg,MESTRA
image_0452.jpg,EASTERN PINE ELFIN
image_0453.jpg,SOOTYWING
image_0454.jpg,EASTERN COMA
image_0455.jpg,PURPLE HAIRSTREAK
image_0456.jpg,PURPLE HAIRSTREAK
image_0457.jpg,INDRA SWALLOW
image_0458.jpg,ATALA
image_0459.jpg,WOOD SATYR
image_0460.jpg,GREEN CELLED CATTLEHEART
image_0461.jpg,EASTERN PINE ELFIN
image_0462.jpg,ADONIS
image_0463.jpg,SOUTHERN DOGFACE
image_0464.jpg,MANGROVE SKIPPER
image_0465.jpg,EASTERN COMA
image_0466.jpg,CHECQUERED SKIPPER
image_0467.jpg,DANAID EGGFLY
image_0468.jpg,METALMARK
image_0469.jpg,ADONIS
image_0470.jpg,PURPLE HAIRSTREAK
image_0471.jpg,ATALA
image_0472.jpg,ZEBRA LONG WING
image_0473.jpg,PURPLISH COPPER
image_0474.jpg,MESTRA
image_0475.jpg,COMMON BANDED AWL
image_0476.jpg,IPHICLUS SISTER
image_0477.jpg,ZEBRA LONG WING
image_0478.jpg,SOOTYWING
image_0479.jpg,MOURNING CLOAK
image_0480.jpg,BLACK HAIRSTREAK
image_0481.jpg,ELBOWED PIERROT
image_0482.jpg,GREEN CELLED CATTLEHEART
image_0483.jpg,ORANGE TIP
image_0484.jpg,SOUTHERN DOGFACE
image_0485.jpg,ELBOWED PIERROT
image_0486.jpg,AFRICAN GIANT SWALLOWTAIL
image_0487.jpg,SOOTYWING
image_0488.jpg,PURPLISH COPPER
image_0489.jpg,CABBAGE WHITE
image_0490.jpg,ZEBRA LONG WING
image_0491.jpg,GREEN CELLED CATTLEHEART
image_0492.jpg,SOOTYWING
image_0493.jpg,CLOUDED SULPHUR
image_0494.jpg,QUESTION MARK
image_0495.jpg,POPINJAY
image_0496.jpg,CAIRNS BIRDWING
image_0497.jpg,PAINTED LADY
image_0498.jpg,AMERICAN SNOOT
image_0499.jpg,CABBAGE WHITE
image_0500.jpg,BECKERS WHITE
image_0501.jpg,PURPLE HAIRSTREAK
image_0502.jpg,COPPER TAIL
image_0503.jpg,CRECENT
image_0504.jpg,COMMON BANDED AWL
image_0505.jpg,ORCHARD SWALLOW
image_0506.jpg,TROPICAL LEAFWING
image_0507.jpg,SCARCE SWALLOW
image_0508.jpg,MOURNING CLOAK
image_0509.jpg,SOUTHERN DOGFACE
image_0510.jpg,ORANGE OAKLEAF
image_0511.jpg,ULYSES
image_0512.jpg,CLOUDED SULPHUR
image_0513.jpg,IPHICLUS SISTER
image_0514.jpg,BECKERS WHITE
image_0515.jpg,COMMON WOOD-NYMPH
image_0516.jpg,BLACK HAIRSTREAK
image_0517.jpg,COMMON WOOD-NYMPH
image_0518.jpg,SLEEPY ORANGE
image_0519.jpg,SOOTYWING
image_0520.jpg,RED POSTMAN
image_0521.jpg,JULIA
image_0522.jpg,EASTERN PINE ELFIN
image_0523.jpg,MONARCH
image_0524.jpg,CRIMSON PATCH
image_0525.jpg,EASTERN DAPPLE WHITE
image_0526.jpg,CRIMSON PATCH
image_0527.jpg,ORANGE TIP
image_0528.jpg,GOLD BANDED
image_0529.jpg,RED POSTMAN
image_0530.jpg,EASTERN DAPPLE WHITE
image_0531.jpg,EASTERN DAPPLE WHITE
image_0532.jpg,BANDED ORANGE HELICONIAN
image_0533.jpg,MESTRA
image_0534.jpg,CHESTNUT
image_0535.jpg,ORANGE OAKLEAF
image_0536.jpg,BANDED PEACOCK
image_0537.jpg,PIPEVINE SWALLOW
image_0538.jpg,CAIRNS BIRDWING
image_0539.jpg,EASTERN COMA
image_0540.jpg,RED ADMIRAL
image_0541.jpg,PAPER KITE
image_0542.jpg,INDRA SWALLOW
image_0543.jpg,TROPICAL LEAFWING
image_0544.jpg,EASTERN DAPPLE WHITE
image_0545.jpg,CHESTNUT
image_0546.jpg,TWO BARRED FLASHER
image_0547.jpg,PURPLISH COPPER
image_0548.jpg,ATALA
image_0549.jpg,PEACOCK
image_0550.jpg,MALACHITE
image_0551.jpg,MONARCH
image_0552.jpg,POPINJAY
image_0553.jpg,GREAT EGGFLY
image_0554.jpg,ZEBRA LONG WING
image_0555.jpg,MANGROVE SKIPPER
image_0556.jpg,PAINTED LADY
image_0557.jpg,ZEBRA LONG WING
image_0558.jpg,COMMON WOOD-NYMPH
image_0559.jpg,ORANGE TIP
image_0560.jpg,VICEROY
image_0561.jpg,RED SPOTTED PURPLE
image_0562.jpg,GREAT JAY
image_0563.jpg,YELLOW SWALLOW TAIL
image_0564.jpg,GREEN CELLED CATTLEHEART
image_0565.jpg,BANDED PEACOCK
image_0566.jpg,SOUTHERN DOGFACE
image_0567.jpg,ADONIS
image_0568.jpg,CAIRNS BIRDWING
image_0569.jpg,JULIA
image_0570.jpg,BROWN SIPROETA
image_0571.jpg,PEACOCK
image_0572.jpg,MESTRA
image_0573.jpg,GREY HAIRSTREAK
image_0574.jpg,GREAT JAY
image_0575.jpg,GREAT EGGFLY
image_0576.jpg,CRECENT
image_0577.jpg,ORANGE OAKLEAF
image_0578.jpg,METALMARK
image_0579.jpg,PEACOCK
image_0580.jpg,MONARCH
image_0581.jpg,CABBAGE WHITE
image_0582.jpg,ORANGE TIP
image_0583.jpg,MESTRA
image_0584.jpg,EASTERN PINE ELFIN
image_0585.jpg,SCARCE SWALLOW
image_0586.jpg,CABBAGE WHITE
image_0587.jpg,MOURNING CLOAK
image_0588.jpg,TROPICAL LEAFWING
image_0589.jpg,AMERICAN SNOOT
image_0590.jpg,TROPICAL LEAFWING
image_0591.jpg,MOURNING CLOAK
image_0592.jpg,APPOLLO
image_0593.jpg,MONARCH
image_0594.jpg,SLEEPY ORANGE
image_0595.jpg,CRECENT
image_0596.jpg,GREEN CELLED CATTLEHEART
image_0597.jpg,JULIA
image_0598.jpg,BLACK HAIRSTREAK
image_0599.jpg,COMMON WOOD-NYMPH
image_0600.jpg,SOOTYWING
image_0601.jpg,STRAITED QUEEN
image_0602.jpg,GREAT JAY
image_0603.jpg,SOOTYWING
image_0604.jpg,MANGROVE SKIPPER
image_0605.jpg,RED CRACKER
image_0606.jpg,SILVER SPOT SKIPPER
image_0607.jpg,CAIRNS BIRDWING
image_0608.jpg,LARGE MARBLE
image_0609.jpg,PIPEVINE SWALLOW
image_0610.jpg,EASTERN DAPPLE WHITE
image_0611.jpg,APPOLLO
image_0612.jpg,VICEROY
image_0613.jpg,ORANGE TIP
image_0614.jpg,JULIA
image_0615.jpg,GREAT JAY
image_0616.jpg,ULYSES
image_0617.jpg,RED SPOTTED PURPLE
image_0618.jpg,COMMON WOOD-NYMPH
image_0619.jpg,LARGE MARBLE
image_0620.jpg,ZEBRA LONG WING
image_0621.jpg,SLEEPY ORANGE
image_0622.jpg,AFRICAN GIANT SWALLOWTAIL
image_0623.jpg,CHECQUERED SKIPPER
image_0624.jpg,VICEROY
image_0625.jpg,ORCHARD SWALLOW
image_0626.jpg,PEACOCK
image_0627.jpg,LARGE MARBLE
image_0628.jpg,ATALA
image_0629.jpg,BLUE MORPHO
image_0630.jpg,ELBOWED PIERROT
image_0631.jpg,PINE WHITE
image_0632.jpg,LARGE MARBLE
image_0633.jpg,MOURNING CLOAK
image_0634.jpg,PURPLISH COPPER
image_0635.jpg,YELLOW SWALLOW TAIL
image_0636.jpg,BROWN SIPROETA
image_0637.jpg,CLOUDED SULPHUR
image_0638.jpg,EASTERN DAPPLE WHITE
image_0639.jpg,TROPICAL LEAFWING
image_0640.jpg,SOOTYWING
image_0641.jpg,PAINTED LADY
image_0642.jpg,EASTERN COMA
image_0643.jpg,BANDED PEACOCK
image_0644.jpg,STRAITED QUEEN
image_0645.jpg,RED POSTMAN
image_0646.jpg,GREAT EGGFLY
image_0647.jpg,PURPLISH COPPER
image_0648.jpg,BLUE MORPHO
image_0649.jpg,APPOLLO
image_0650.jpg,POPINJAY
image_0651.jpg,RED SPOTTED PURPLE
image_0652.jpg,MILBERTS TORTOISESHELL
image_0653.jpg,PAINTED LADY
image_0654.jpg,BLACK HAIRSTREAK
image_0655.jpg,EASTERN DAPPLE WHITE
image_0656.jpg,ORANGE TIP
image_0657.jpg,GREAT JAY
image_0658.jpg,AN 88
image_0659.jpg,AN 88
image_0660.jpg,BANDED ORANGE HELICONIAN
image_0661.jpg,METALMARK
image_0662.jpg,YELLOW SWALLOW TAIL
image_0663.jpg,SOUTHERN DOGFACE
image_0664.jpg,PEACOCK
image_0665.jpg,CLEOPATRA
image_0666.jpg,SILVER SPOT SKIPPER
image_0667.jpg,MESTRA
image_0668.jpg,GREAT EGGFLY
image_0669.jpg,CLODIUS PARNASSIAN
image_0670.jpg,LARGE MARBLE
image_0671.jpg,TROPICAL LEAFWING
image_0672.jpg,MOURNING CLOAK
image_0673.jpg,APPOLLO
image_0674.jpg,MALACHITE
image_0675.jpg,MILBERTS TORTOISESHELL
image_0676.jpg,STRAITED QUEEN
image_0677.jpg,BANDED PEACOCK
image_0678.jpg,ADONIS
image_0679.jpg,ULYSES
image_0680.jpg,CRIMSON PATCH
image_0681.jpg,QUESTION MARK
image_0682.jpg,SOOTYWING
image_0683.jpg,MOURNING CLOAK
image_0684.jpg,RED SPOTTED PURPLE
image_0685.jpg,GREAT JAY
image_0686.jpg,STRAITED QUEEN
image_0687.jpg,PINE WHITE
image_0688.jpg,GREAT EGGFLY
image_0689.jpg,EASTERN PINE ELFIN
image_0690.jpg,MESTRA
image_0691.jpg,METALMARK
image_0692.jpg,INDRA SWALLOW
image_0693.jpg,EASTERN PINE ELFIN
image_0694.jpg,RED ADMIRAL
image_0695.jpg,ORANGE TIP
image_0696.jpg,COMMON WOOD-NYMPH
image_0697.jpg,CLOUDED SULPHUR
image_0698.jpg,SCARCE SWALLOW
image_0699.jpg,PURPLISH COPPER
image_0700.jpg,MOURNING CLOAK
image_0701.jpg,GOLD BANDED
image_0702.jpg,STRAITED QUEEN
image_0703.jpg,WOOD SATYR
